id,source,target,quote,headline,url,actors_ok,direction_ok,polarity,real_event,mediation,notes
E130,Pakistan,US,expressing hope that the ‘Islamabad Talks’ would succeed in achieving sustainable peace,"Trump halts Iran attacks after talks with PM Shehbaz, CDF Munir; US, Iran reach ceasefire agreement",https://www.dawn.com/news/1989584/trump-halts-iran-attacks-after-talks-with-pm-shehbaz-cdf-munir-us-iran-reach-ceasefire-agreement,,,,,,
E131,Russia,China,"We are, of course, ready to continue reliably supplying all these types of fuel to the rapidly growing Chinese market","Xi and Putin unite in criticism of US on nuclear, security issues",https://www.dawn.com/news/2001737/xi-and-putin-unite-in-criticism-of-us-on-nuclear-security-issues,,,,,,
E132,Pakistan,US,"Pakistan, seen as a potential mediator between Washington and Tehran, hosted a four-way meeting with Saudi Arabia, Turkey and Egypt",Iran accuses US of plotting ground assault while publicly seeking talks,https://www.theguardian.com/world/2026/mar/29/iran-accuses-us-plotting-ground-assault-publicly-seeking-talks,,,,,,
E133,France,Iran,French President Emmanuel Macron reiterated that he was focused on efforts to reopen the Strait of Hormuz,Hormuz stays flashpoint amid reopening move,https://www.dawn.com/news/1995116/hormuz-stays-flashpoint-amid-reopening-move,,,,,,
E134,US,Iran,"Trump replied that if Iran did not surrender, “it will be hit very hard!”",Iran rejects Trump’s demand for unconditional surrender as a ‘dream’,https://www.theguardian.com/world/2026/mar/07/iran-trump-unconditional-surrender-war-masoud-pezeshkian,,,,,,
E135,Pakistan,Iran,as part of ongoing mediation efforts aimed at promoting de-escalation and constructive engagement,Trump demands widespread sign-up to Abraham Accords as part of Iran peace deal,https://www.dawn.com/news/2003043/trump-demands-widespread-sign-up-to-abraham-accords-as-part-of-iran-peace-deal,,,,,,
E136,Iran,France,"Araghchi, urged other countries to refrain from any action that “could lead to escalation and expansion of the conflict”, in a conversation with his French counterpart, Jean-Noël Barrot","US not ready to seek deal to end war with Iran, Donald Trump says",https://www.theguardian.com/world/2026/mar/15/us-israel-iran-war-donald-trump-ceasefire-deal-new-attacks,,,,,,
E137,Pakistan,Israel,Pakistan to demand complete Israeli withdrawal,‘Self-rule for Gaza’ tops Istanbul moot agenda today,https://www.dawn.com/news/1952877/self-rule-for-gaza-tops-istanbul-moot-agenda-today,,,,,,
E138,Hezbollah,Iran,Hezbollah has said it is confident that its ally will not abandon it,What we know about the possible US-Iran deal,https://www.dawn.com/news/2002774/what-we-know-about-the-possible-us-iran-deal,,,,,,
E139,Pakistan,US,"Pakistan’s army chief, Field Marshal Asim Munir, was doing a “great job” in arranging the talks","US-Iran peace talks could resume in next two days, Trump says",https://www.theguardian.com/world/2026/apr/14/us-iran-peace-talks-could-resume-in-next-two-days-trump-says,,,,,,
E140,UK,Iran,"The UK foreign secretary, Yvette Cooper, condemned the attack, while stressing that the UK has “taken a different position from the US and Israel” on the conflict.","Is Iran really able to strike London, and is the UK prepared for an attack?",https://www.theguardian.com/world/2026/mar/23/is-iran-able-strike-london-is-uk-prepared,,,,,,
E141,Israel,Lebanon,we will evacuate and strike the Shia Dahiyeh quarter in Beirut,Israel strikes southern Lebanon despite Trump’s effort to shore up ceasefire,https://www.theguardian.com/world/2026/jun/02/israel-strikes-southern-lebanon-despite-trump-ceasefire,,,,,,
E142,Israel,Lebanon,Israel’s military said the troops had staged the operation to seek the remains of Ron Arad,"Israel pounds Beirut, warns Lebanon of ‘heavy price’",https://www.dawn.com/news/1979644/israel-pounds-beirut-warns-lebanon-of-heavy-price,,,,,,
E143,Israel,Lebanon,Israel says its invasion of southern Lebanon is aimed at protecting its northern border towns from attacks by Hezbollah,Trump extends deadline for Iran to open strait of Hormuz by 10 days,https://www.theguardian.com/world/2026/mar/26/donald-trump-urges-iran-end-war-or-face-assassinations,,,,,,
E144,Pakistan,US,"Pakistani officials expect concessions from the two camps, including on Iran’s nuclear programme",Pakistan seeks to raise its global standing in push for Middle East peace,https://www.theguardian.com/world/2026/apr/20/pakistan-global-standing-mediator-us-iran-talks-middle-east,,,,,,
E145,Pakistan,US,congratulated Trump on his peace efforts,Trump claims peace deal with Iran ‘largely negotiated’ with strait of Hormuz to open,https://www.theguardian.com/world/2026/may/23/trump-ceasefire-iran-strait-of-hormuz,,,,,,
E146,UK,Pakistan,"UK High Commissioner Jane Marriott also thanked Pakistan for its “consistent, patient and impressive role” in bringing peace",'Shukriya Pakistan': Islamabad's mediatory role acclaimed as world welcomes US-Iran agreement,https://www.dawn.com/news/2007984/shukriya-pakistan-islamabads-mediatory-role-acclaimed-as-world-welcomes-us-iran-agreement,,,,,,
E147,Pakistan,UN,lauded the “tireless efforts“ of United Nations’ organisations,"Pakistan, 7 other Muslim-majority nations express ‘deepest concern’ over deteriorating humanitarian conditions in Gaza",https://www.dawn.com/news/1964671/pakistan-7-other-muslim-majority-nations-express-deepest-concern-over-deteriorating-humanitarian-conditions-in-gaza,,,,,,
E148,Iran,Israel,said foreign ministry spokesman Esmaeil Baqaei in a post on X,"While raining bombs, Trump wants to pick new Iran leader",https://www.dawn.com/news/1978918/while-raining-bombs-trump-wants-to-pick-new-iran-leader,,,,,,
E149,Iran,US,The Guards also targeted US HIMARS rocket launcher batteries in Kuwait and Patriot missile batteries in Bahrain,Trump warns of ‘hell’ as Iran fights back,https://www.dawn.com/news/1988682/trump-warns-of-hell-as-iran-fights-back,,,,,,
E150,Pakistan,Israel,Islamabad’s diplomatic support during last year’s 12-day conflict with Israel cemented ties,Pakistan seeks to raise its global standing in push for Middle East peace,https://www.theguardian.com/world/2026/apr/20/pakistan-global-standing-mediator-us-iran-talks-middle-east,,,,,,
E151,Qatar,Israel,"Qatar, which helped broker the deal along with Egypt, the United States and Turkiye",Here’s what you should know about the new Gaza deal,https://www.dawn.com/news/1947643/heres-what-you-should-know-about-the-new-gaza-deal,,,,,,
E152,France,Qatar,"France’s CMA CGM announced it was suspending with immediate effect all bookings requiring loading and unloading at ports in Bahrain, Kuwait, Qatar",China calls for vessels in strait of Hormuz to be protected amid soaring shipping costs,https://www.theguardian.com/business/2026/mar/03/china-calls-protection-vessels-strait-hormuz-amid-soaring-shipping-costs,,,,,,
E153,Pakistan,Iran,Sharif also requested that Iran open the strait of Hormuz “as a goodwill gesture”,Donald Trump says ‘a whole civilisation will die’ if Iran ignores demands,https://www.theguardian.com/world/2026/apr/07/israel-warns-iran-lives-at-risk-if-they-use-trains-trump-deadline,,,,,,
E154,Pakistan,Iran,Islamabad also condemned,UNSC adopts resolution against Iran’s attacks on Gulf nations; Tehran decries ‘blatant misuse’ of Security Council,https://www.dawn.com/news/1981123/unsc-adopts-resolution-against-irans-attacks-on-gulf-nations-tehran-decries-blatant-misuse-of-security-council,,,,,,
E155,Egypt,Pakistan,he called for scaling up economic ties,"Egypt FM says Gaza peace force should ‘monitor’ ceasefire, backs bigger Pakistani role in reconstruction",https://www.dawn.com/news/1958172/egypt-fm-says-gaza-peace-force-should-monitor-ceasefire-backs-bigger-pakistani-role-in-reconstruction,,,,,,
E156,Pakistan,Iran,Islamabad persuaded Trump to extend the ceasefire,Iran offers new peace proposal to US but Trump ‘not satisfied’,https://www.theguardian.com/world/2026/may/01/pakistan-backchannel-us-iran-deal-peace,,,,,,
E157,Saudi_Arabia,China,include safeguards to limit Riyadh’s military-industrial ties with China,"Before talks with Trump, Riyadh doubles down on terms for Israel ties",https://www.dawn.com/news/1954100/before-talks-with-trump-riyadh-doubles-down-on-terms-for-israel-ties,,,,,,
E158,Iran,Hezbollah,praised the Houthis in Yemen and Hezbollah in Lebanon for coming to Iran’s aid,Iran vows to fight on in first message issued in name of Mojtaba Khamenei,https://www.theguardian.com/world/2026/mar/12/iran-vows-to-fight-on-in-first-message-issued-in-name-of-mojtaba-khamenei,,,,,,
E159,Pakistan,US,reaffirmed Islamabad’s commitment to facilitating dialogue between the United States and Iran,‘Diplomacy takes time’: Pak envoy reaffirms Islamabad’s commitment to Iran-US peace amid complex situation,https://www.dawn.com/news/1987129/diplomacy-takes-time-pak-envoy-reaffirms-islamabads-commitment-to-iran-us-peace-amid-complex-situation,,,,,,
E160,Iran,Pakistan,Tehran and Washington have said Pakistan remains the primary conduit for negotiation,Iran offers new peace proposal to US but Trump ‘not satisfied’,https://www.theguardian.com/world/2026/may/01/pakistan-backchannel-us-iran-deal-peace,,,,,,
E161,Israel,Lebanon,An Israeli enemy strike today on a vehicle in the town of Hawsh al-Sayyed Ali in the Hermel district killed two people,Three killed in Israeli strikes on Lebanon,https://www.dawn.com/news/1963285/three-killed-in-israeli-strikes-on-lebanon,,,,,,
E162,Iran,UN,Iran’s deputy foreign minister for legal and international affairs Kazem Gharibabadi told the UN human rights council that countries should turn to diplomacy instead of sanctions and war,‘Death to the dictator’: Iranian students hold protests for third day,https://www.theguardian.com/world/2026/feb/23/death-to-dictator-iranian-students-protests-third-day,,,,,,
E163,Israel,Lebanon,one person was killed in an Israeli strike in Majdal Selm,Three killed in Israeli strikes on Lebanon,https://www.dawn.com/news/1963285/three-killed-in-israeli-strikes-on-lebanon,,,,,,
E164,UK,Bahrain,"Having met officials in Saudi Arabia, Qatar and Bahrain during his visit",UK sends more troops to Gulf amid Trump jibes over British military role,https://www.theguardian.com/world/2026/mar/31/uk-troops-gulf-donald-trump-jibes-british-military-involvement,,,,,,
E165,Pakistan,Iran,accusing it of “spoiling” efforts at peace,How Pakistan secured ‘biggest diplomatic win in years’ with Iran ceasefire,https://www.theguardian.com/world/2026/apr/08/pakistan-us-israel-iran-ceasefire,,,,,,
E166,China,Pakistan,intended to “strengthen” cooperation between China and Pakistan,Pakistan and China propose five-part peace plan for Middle East,https://www.theguardian.com/world/2026/mar/31/pakistan-china-propose-five-part-peace-plan-middle-east,,,,,,
E167,Iran,US,Iran’s President Masoud Pezeshkian insisted ahead of the talks that the Islamic Republic was not “at all” seeking a nuclear weapon,Iran urges US to drop ‘excessive demands’ to reach deal,https://www.dawn.com/news/1976137/iran-urges-us-to-drop-excessive-demands-to-reach-deal,,,,,,
E168,Pakistan,Saudi_Arabia,"described the US president’s call with the leaders of Saudi Arabia, Qatar, Turkey, Egypt, the UAE, Jordan and Pakistan as “very useful and productive”",Trump claims peace deal with Iran ‘largely negotiated’ with strait of Hormuz to open,https://www.theguardian.com/world/2026/may/23/trump-ceasefire-iran-strait-of-hormuz,,,,,,
E169,Israel,Hezbollah,we are about to conquer Bint Jbeil,US and Iran in indirect talks to extend two-week ceasefire,https://www.theguardian.com/world/2026/apr/15/us-iran-indirect-talks-middle-east-war-ceasefire,,,,,,
E170,Pakistan,Iran,"Pakistan’s prime minister, Shehbaz Sharif, says his country is ready to “facilitate meaningful and conclusive talks” to end the war in the Middle East",JD Vance role touted as Pakistan attempts to broker US-Iran peace talks ,https://www.theguardian.com/world/2026/mar/24/pakistan-army-chief-iran-peace-talks-trump-call,,,,,,
E171,Pakistan,Iran,“all warring parties” observe a two-week ceasefire,Donald Trump says ‘a whole civilisation will die’ if Iran ignores demands,https://www.theguardian.com/world/2026/apr/07/israel-warns-iran-lives-at-risk-if-they-use-trains-trump-deadline,,,,,,
E172,Pakistan,China,"Dar also met the ambassador from China, which is a key trading partner with Iran",Trump announces extension of Iran ceasefire until ‘discussion concluded’,https://www.theguardian.com/world/2026/apr/21/push-to-bring-us-and-iran-together-for-peace-talks-as-ceasefire-deadline-looms,,,,,,
E173,US,Pakistan,Kapur said it was a “pleasure” to meet the Pakistani envoy,"Pakistan, US explore ways to develop ‘economically entrenched strategic partnership’",https://www.dawn.com/news/1953877/pakistan-us-explore-ways-to-develop-economically-entrenched-strategic-partnership,,,,,,
E174,Iran,Pakistan,Iran’s supreme national security council said it would send a delegation to Islamabad for formal talks,Hegseth claims Iran ‘begged’ for ceasefire after US and Tehran agree to two-week pause,https://www.theguardian.com/world/2026/apr/08/hegseth-press-briefing-iran-ceasefire,,,,,,
E175,Israel,Hezbollah,the Israeli air force intercepted a hostile aircraft before it crossed into Israel,Israel strikes Beirut for the first time since ceasefire,https://www.dawn.com/news/1998133/israel-strikes-beirut-for-the-first-time-since-ceasefire,,,,,,
E176,UK,France,"Britain was in talks with European allies including Germany, Italy and France","UK nationals fleeing Middle East reach 100,000 as evacuation efforts continue",https://www.theguardian.com/politics/2026/mar/17/uk-nationals-flown-back-from-iran-since-start-of-conflict,,,,,,
E177,US,Iran,Trump said that there would be “very strong action” if the regime hangs protesters.,Trump news at a glance: president vows to help ‘Iranian Patriots’ in latest signal of military action against Tehran,https://www.theguardian.com/us-news/2026/jan/13/trump-administration-briefing-latest,,,,,,
E178,US,Pakistan,"Trump also referred to his meeting with Prime Minister Shehbaz and Chief of Defence Forces Field Marshal Asim Munir, and praised the Pakistani leader for publicly acknowledging his role in stopping the conflict",PM Shehbaz meets Rubio after Board of Peace summit in Washington,https://www.dawn.com/news/1974554/pm-shehbaz-meets-rubio-after-board-of-peace-summit-in-washington,,,,,,
E179,UK,Iran,The UK has announced “full and further sanctions” against Iran,UK announces ‘full and further sanctions’ amid Iran killings and arrests,https://www.theguardian.com/politics/2026/jan/13/uk-sanctions-iran-killing-arrests,,,,,,
E180,Israel,Lebanon,Israel’s military has told residents across a swathe of southern Lebanon to leave and head north,Israeli military tells residents of swathe of southern Lebanon to leave,https://www.theguardian.com/world/2026/may/27/israel-fires-airstrikes-lebanon-escalating-offensive,,,,,,
E181,Pakistan,US,called on both sides to honour the fragile two-week ceasefire,US military to begin blockade of Iranian ports on Monday,https://www.dawn.com/news/1991295/us-military-to-begin-blockade-of-iranian-ports-on-monday,,,,,,
E182,Pakistan,US,"Pakistan’s prime minister, Shehbaz Sharif, said the deal called for “the immediate and permanent termination of military operations on all fronts",Monday briefing: Trump’s late-night deal with Iran,https://www.theguardian.com/world/2026/jun/15/switzerland-anti-immigration-referendum-vote-rejected-population-cap-10-million,,,,,,
E183,US,Iran,the US would “hit and obliterate” Iranian power plants,Trump tells Iran it has 48 hours to open Hormuz or US will ‘obliterate’ its power plants,https://www.theguardian.com/world/2026/mar/22/iran-donald-trump-48-hours-open-hormuz-strait,,,,,,
E184,Iran,Israel,the “silence and the indifference of international institutions” will provoke Israel to “further embitterment”,Trump claims to be on verge of peace deal but Iran signals no agreement reached,https://www.theguardian.com/world/2026/may/29/trump-on-verge-of-approving-peace-deal-with-major-iranian-concessions,,,,,,
E185,Saudi_Arabia,US,"the leaders of Qatar, the United Arab Emirates and Saudi Arabia had approached Washington",Trump claims planned attack on Iran postponed after Tehran makes new proposal to end war,https://www.theguardian.com/world/2026/may/18/iran-new-proposal-deal-to-end-war-us-israel,,,,,,
E186,Iran,US,Direct contact between Iranian Foreign Minister Abbas Araqchi and US Special Envoy Steve Witkoff have also been suspended,Signs point to ‘imminent’  US attack on Iran,https://www.dawn.com/news/1966999/signs-point-to-imminent-us-attack-on-iran,,,,,,
E187,US,Iran,alleging that Iran had threatened shipping in the waterway,"After Trump’s blockade announcement, IRGC says will view military vessels approaching Hormuz as ceasefire breach",https://www.dawn.com/news/1991096/after-trumps-blockade-announcement-irgc-says-will-view-military-vessels-approaching-hormuz-as-ceasefire-breach,,,,,,
E188,US,Iran,Trump hardened his rhetoric after expressing frustration with Tehran’s latest response,Trump highlights war talks amid mounting domestic backlash,https://www.dawn.com/news/2001121/trump-highlights-war-talks-amid-mounting-domestic-backlash,,,,,,
E189,Pakistan,Iran,"Field Marshal Asim Munir, the army chief of Pakistan, which has emerged as a key mediator, is in Tehran to carry forward negotiations for a more durable peace.",Iran says strait of Hormuz ‘completely open’ but sounds warning on US blockade,https://www.theguardian.com/world/2026/apr/17/strait-of-hormuz-now-open-to-commercial-vessels,,,,,,
E190,Pakistan,US,"Maleeha Lodhi, Pakistan’s former ambassador to the US, said the US was negotiating with Iran in bad faith",‘Imperialist undertones’: global south condemns US-Israeli war with Iran  ,https://www.theguardian.com/world/2026/mar/03/global-south-condemns-us-israeli-war-with-iran,,,,,,
E191,US,Iran,every bridge in Iran will be decimated,Trump’s Iran threat deepens fears of wider war as mediation efforts continue,https://www.dawn.com/news/1989396/trumps-iran-threat-deepens-fears-of-wider-war-as-mediation-efforts-continue,,,,,,
E192,France,UAE,"a “strictly defensive” presence in support of its regional allies, including Cyprus, but also Qatar, Kuwait and the UAE",A lone battle: Why is Pedro Sánchez the only European leader to take on Trump?,https://www.theguardian.com/world/2026/mar/06/pedro-sanchez-spain-european-leader-take-on-trump,,,,,,
E193,Pakistan,Russia,condemned reports regarding the targeting of the residence of Russian President Vladimir Putin,"PM Shehbaz condemns reported targeting of Russian President Putin’s residence, calls it ‘heinous act’",https://www.dawn.com/news/1964094/pm-shehbaz-condemns-reported-targeting-of-russian-president-putins-residence-calls-it-heinous-act,,,,,,
E194,Israel,Lebanon,"Israel Katz, said his country had “freedom of action, backed by the United States, to strike Beirut in response to attacks on Israeli communities and territory”",Hezbollah rejects Israel-Lebanon truce as Trump scrambles to end Iran war,https://www.theguardian.com/world/2026/jun/04/israel-lebanon-renew-ceasefire-hezbollah-trump-iran-deal-middle-east-us,,,,,,
E195,Pakistan,US,his words have been backed up by Iranian officials and Pakistan,Monday briefing: Trump’s late-night deal with Iran,https://www.theguardian.com/world/2026/jun/15/switzerland-anti-immigration-referendum-vote-rejected-population-cap-10-million,,,,,,
E196,US,Iran,threatens to shoot at ships ‘anywhere close to blockade’,US blockade of Hormuz puts ceasefire to test,https://www.dawn.com/news/1991499/us-blockade-of-hormuz-puts-ceasefire-to-test,,,,,,
E197,US,Pakistan,"the two sides expressed the desire to enhance economic cooperation, especially in the fields of trade and investment",Pakistani delegation attends US investment summit to expand global footprint,https://www.dawn.com/news/1997484/pakistani-delegation-attends-us-investment-summit-to-expand-global-footprint,,,,,,
E198,US,Iran,threatened to “obliterate” Iran’s power plants if Tehran does not fully reopen the Strait of Hormuz within 48 hours,Trump threatens Iran with power plant strikes over Hormuz oil blockade,https://www.dawn.com/news/1984285/trump-threatens-iran-with-power-plant-strikes-over-hormuz-oil-blockade,,,,,,
E199,UK,Russia,The UK has sanctioned hundreds of vessels suspected of being part of the shadow fleet used by Russia to bypass Western embargoes,UK intercepts Russian shadow fleet vessel in Channel: defence ministry,https://www.dawn.com/news/2007796/uk-intercepts-russian-shadow-fleet-vessel-in-channel-defence-ministry,,,,,,
E200,US,Iran,destroying what they had left of an Air Force,"Rubio declares US operation against Iran over, claims Washington achieved military objectives",https://www.dawn.com/news/2004963/rubio-declares-us-operation-against-iran-over-claims-washington-achieved-military-objectives,,,,,,
